character,angle,attribute,value
deynuovo,side,emotion,cryingloudly
deynuovo,side,emotion,curious
deynuovo,side,emotion,dozing
deynuovo,side,emotion,excited
deynuovo,side,emotion,hmm
deynuovo,side,emotion,laugh
deynuovo,side,emotion,neutral
deynuovo,side,emotion,ooh
deynuovo,side,emotion,rofl
deynuovo,side,emotion,rollingeyes
deynuovo,side,emotion,sad
deynuovo,side,emotion,shocked
deynuovo,side,emotion,shout
deynuovo,side,emotion,smile
deynuovo,side,emotion,smirk
deynuovo,side,emotion,surprised
deynuovo,side,emotion,tired
deynuovo,side,emotion,wink
deynuovo,side,emotion,worried
deynuovo,side,pose,handsfolded
deynuovo,side,pose,handsinpocket
deynuovo,side,pose,holdingcoffee
deynuovo,side,pose,holdingmobile
deynuovo,side,pose,leftturn
deynuovo,side,pose,leftturnhandsfolded
deynuovo,side,pose,pointingright
deynuovo,side,pose,pointingup
deynuovo,side,pose,readingpaper
deynuovo,side,pose,thumbsup
deynuovo,side,pose,yuhoo
deynuovo,sitting,emotion,afraid
deynuovo,sitting,emotion,angry
deynuovo,sitting,emotion,cryingloudly
deynuovo,sitting,emotion,curious
deynuovo,sitting,emotion,dozing
deynuovo,sitting,emotion,hmm
deynuovo,sitting,emotion,laugh
deynuovo,sitting,emotion,lookingdown
deynuovo,sitting,emotion,neutral
deynuovo,sitting,emotion,ooh
deynuovo,sitting,emotion,rofl
deynuovo,sitting,emotion,rollingeyes
deynuovo,sitting,emotion,sad
deynuovo,sitting,emotion,shocked
deynuovo,sitting,emotion,shout
deynuovo,sitting,emotion,smile
deynuovo,sitting,emotion,smirk
deynuovo,sitting,emotion,surprised
deynuovo,sitting,emotion,tired
deynuovo,sitting,emotion,wink
deynuovo,sitting,emotion,worried
deynuovo,sitting,pose,ridingbicycle
deynuovo,sitting,pose,ridingbike
deynuovo,sitting,pose,sittingatdesk
deynuovo,sitting,pose,sittingatdeskhandsspread
deynuovo,sitting,pose,sittingatdeskholdingmobile
deynuovo,sitting,pose,sittingonbeanbagholdinglaptop
deynuovo,sitting,pose,sittingonbeanbagholdingmobile
deynuovo,sitting,pose,sittingonfloorexplaining
deynuovo,sitting,pose,sittingonfloorholdinglaptop
deynuovo,sitting,pose,sittingonfloorshrug
deynuovo,straight,emotion,afraid
deynuovo,straight,emotion,angry
deynuovo,straight,emotion,confused
deynuovo,straight,emotion,cryingloudly
deynuovo,straight,emotion,cunning
deynuovo,straight,emotion,curious
deynuovo,straight,emotion,dozing
deynuovo,straight,emotion,excited
deynuovo,straight,emotion,hmm
deynuovo,straight,emotion,irritated
deynuovo,straight,emotion,laugh
deynuovo,straight,emotion,lookingdown
deynuovo,straight,emotion,lookingright
deynuovo,straight,emotion,neutral
deynuovo,straight,emotion,ooh
deynuovo,straight,emotion,rofl
deynuovo,straight,emotion,rollingeyes
deynuovo,straight,emotion,sad
deynuovo,straight,emotion,shocked
deynuovo,straight,emotion,shout
deynuovo,straight,emotion,smile
deynuovo,straight,emotion,smirk
deynuovo,straight,emotion,surprised
deynuovo,straight,emotion,tired
deynuovo,straight,emotion,wink
deynuovo,straight,emotion,worried
deynuovo,straight,pose,angry
deynuovo,straight,pose,handsfolded
deynuovo,straight,pose,handsinpocket
deynuovo,straight,pose,handsonhip
deynuovo,straight,pose,holdingbook
deynuovo,straight,pose,holdingcoffee
deynuovo,straight,pose,holdinglaptop
deynuovo,straight,pose,holdingmobile
deynuovo,straight,pose,holdingumbrella
deynuovo,straight,pose,pointingright
deynuovo,straight,pose,pointingup
deynuovo,straight,pose,readingpaper
deynuovo,straight,pose,shrug
deynuovo,straight,pose,super
deynuovo,straight,pose,thinking
deynuovo,straight,pose,thumbsup
deynuovo,straight,pose,yuhoo
ethan,back,emotion,backsidehead
ethan,back,pose,handpointingup
ethan,back,pose,handsfolded
ethan,back,pose,handsonhip
ethan,back,pose,normal
ethan,side,emotion,afraid
ethan,side,emotion,angry
ethan,side,emotion,cry
ethan,side,emotion,cryingloudly
ethan,side,emotion,curious
ethan,side,emotion,excited
ethan,side,emotion,happy
ethan,side,emotion,irritated
ethan,side,emotion,lookingdown
ethan,side,emotion,lookingup
ethan,side,emotion,neutral
ethan,side,emotion,ooh
ethan,side,emotion,rollingeyes
ethan,side,emotion,sad
ethan,side,emotion,shocked
ethan,side,emotion,shout
ethan,side,emotion,smile
ethan,side,emotion,smirk
ethan,side,emotion,wink
ethan,side,pose,explaining45degrees
ethan,side,pose,holdingstick
ethan,side,pose,normal
ethan,side,pose,pointingatboard
ethan,side,pose,pointingright
ethan,side,pose,pointingrightat45degrees
ethan,side,pose,righthandpointing
ethan,straight,emotion,afraid
ethan,straight,emotion,angry
ethan,straight,emotion,annoyed
ethan,straight,emotion,cry
ethan,straight,emotion,cryingloudly
ethan,straight,emotion,cunning
ethan,straight,emotion,curious
ethan,straight,emotion,excited
ethan,straight,emotion,happy
ethan,straight,emotion,irritated
ethan,straight,emotion,lookingdown
ethan,straight,emotion,lookingleft
ethan,straight,emotion,lookingright
ethan,straight,emotion,lookingup
ethan,straight,emotion,neutral
ethan,straight,emotion,ooh
ethan,straight,emotion,rollingeyes
ethan,straight,emotion,sad
ethan,straight,emotion,shocked
ethan,straight,emotion,shout
ethan,straight,emotion,smile
ethan,straight,emotion,smirk
ethan,straight,emotion,surprised
ethan,straight,emotion,wink
ethan,straight,pose,explaining
ethan,straight,pose,explaining45degreesdown
ethan,straight,pose,explaining45degreesup
ethan,straight,pose,explainingwithbothhands
ethan,straight,pose,handsclasped
ethan,straight,pose,handstouchingchin
ethan,straight,pose,holdingboard
ethan,straight,pose,holdingbook
ethan,straight,pose,holdingstick
ethan,straight,pose,normal
ethan,straight,pose,pointingleft
evan,,emotion,angry
evan,,emotion,annoyed
evan,,emotion,blush
evan,,emotion,cry
evan,,emotion,curious
evan,,emotion,hmm
evan,,emotion,lookingdown
evan,,emotion,lookingup
evan,,emotion,normal
evan,,emotion,sad
evan,,emotion,shocked
evan,,emotion,shout
evan,,emotion,smile
evan,,emotion,tired
evan,,emotion,wink
evan,,emotion,worried
evan,,emotion,yuhoo
evan,,pose,angry
evan,,pose,handsfolded
evan,,pose,handsheldback
evan,,pose,handsonhip
evan,,pose,holdingbook
evan,,pose,holdinglaptop
evan,,pose,pointingright
evan,,pose,pointingup
evan,,pose,readingpaper
evan,,pose,super
evan,,pose,thinking
evan,,pose,thumbsup
evan,,pose,yuhoo
facesketch,,eye,eyes1
facesketch,,eye,eyes2
facesketch,,eye,eyes3
facesketch,,eye,eyes4
facesketch,,face,face1-ear1
facesketch,,face,face1-ear2
facesketch,,face,face1-ear3
facesketch,,face,face1-ear4
facesketch,,face,face2-ear1
facesketch,,face,face2-ear2
facesketch,,face,face2-ear3
facesketch,,face,face2-ear4
facesketch,,face,face3-ear1
facesketch,,face,face3-ear2
facesketch,,face,face3-ear3
facesketch,,face,face3-ear4
facesketch,,face,face4-ear1
facesketch,,face,face4-ear2
facesketch,,face,face4-ear3
facesketch,,face,face4-ear4
facesketch,,hair,hair1
facesketch,,hair,hair2
facesketch,,hair,hair3
facesketch,,hair,hair4
facesketch,,mouth,mouth1
facesketch,,mouth,mouth2
facesketch,,mouth,mouth3
facesketch,,nose,nose1
facesketch,,nose,nose2
facesketch,,nose,nose3
facesketch,,nose,nose4
fxemoji,,flags,chineseflag
fxemoji,,flags,franceflag
fxemoji,,flags,greatbritainflag
fxemoji,,flags,italianflag
fxemoji,,flags,japanflag
fxemoji,,flags,koreaflag
fxemoji,,flags,regionalindicatorb
fxemoji,,flags,regionalindicatorc
fxemoji,,flags,regionalindicatore
fxemoji,,flags,regionalindicatorf
fxemoji,,flags,regionalindicatorg
fxemoji,,flags,regionalindicatori
fxemoji,,flags,regionalindicatorj
fxemoji,,flags,regionalindicatork
fxemoji,,flags,regionalindicatorn
fxemoji,,flags,regionalindicatorp
fxemoji,,flags,regionalindicatorr
fxemoji,,flags,regionalindicators
fxemoji,,flags,regionalindicatort
fxemoji,,flags,regionalindicatoru
fxemoji,,flags,russianflag
fxemoji,,flags,spanishflag
fxemoji,,flags,unitedstatesflag
fxemoji,,nature,acorn
fxemoji,,nature,americasglobe
fxemoji,,nature,ant
fxemoji,,nature,asiaaustraliaglobe
fxemoji,,nature,babychick
fxemoji,,nature,bactriancamel
fxemoji,,nature,bear
fxemoji,,nature,bird
fxemoji,,nature,blackrosette
fxemoji,,nature,blossom
fxemoji,,nature,blowfish
fxemoji,,nature,boar
fxemoji,,nature,bolt
fxemoji,,nature,bouquet
fxemoji,,nature,bouquetofflowers
fxemoji,,nature,bug
fxemoji,,nature,bunny
fxemoji,,nature,bunnyside
fxemoji,,nature,cactus
fxemoji,,nature,cat
fxemoji,,nature,catside
fxemoji,,nature,cherryblossom
fxemoji,,nature,chicken
fxemoji,,nature,chilipepper
fxemoji,,nature,chipmunk
fxemoji,,nature,cloud
fxemoji,,nature,cow
fxemoji,,nature,cowface
fxemoji,,nature,crescentmoon
fxemoji,,nature,crocodile
fxemoji,,nature,cyclone
fxemoji,,nature,deciduoustree
fxemoji,,nature,dog
fxemoji,,nature,dogside
fxemoji,,nature,dolphin
fxemoji,,nature,doveofpeace
fxemoji,,nature,dragonhead
fxemoji,,nature,dragonside
fxemoji,,nature,dromedarycamel
fxemoji,,nature,earofrice
fxemoji,,nature,elephant
fxemoji,,nature,europeafricaglobe
fxemoji,,nature,evergreen
fxemoji,,nature,fallingleaf
fxemoji,,nature,fire
fxemoji,,nature,firstquartermoon
fxemoji,,nature,firstquartermoonface
fxemoji,,nature,fish
fxemoji,,nature,fog
fxemoji,,nature,foggy
fxemoji,,nature,fourleafclover
fxemoji,,nature,frog
fxemoji,,nature,frontfacingchick
fxemoji,,nature,fullmoon
fxemoji,,nature,fullmoonwithface
fxemoji,,nature,goat
fxemoji,,nature,hampster
fxemoji,,nature,hatchingchick
fxemoji,,nature,herb
fxemoji,,nature,hibiscus
fxemoji,,nature,honeybee
fxemoji,,nature,horse
fxemoji,,nature,horseface
fxemoji,,nature,koala
fxemoji,,nature,ladybeetle
fxemoji,,nature,lastquartermoon
fxemoji,,nature,lastquartermoonface
fxemoji,,nature,leaffluttering
fxemoji,,nature,leopardside
fxemoji,,nature,mapleleaf
fxemoji,,nature,meridianglobe
fxemoji,,nature,milkyway
fxemoji,,nature,monkey
fxemoji,,nature,monkeyface
fxemoji,,nature,mouse
fxemoji,,nature,mouseside
fxemoji,,nature,mushroom
fxemoji,,nature,newmoon
fxemoji,,nature,newmoonwithface
fxemoji,,nature,octopus
fxemoji,,nature,ox
fxemoji,,nature,palmtree
fxemoji,,nature,pandaface
fxemoji,,nature,pawprints
fxemoji,,nature,penguin
fxemoji,,nature,pig
fxemoji,,nature,pigside
fxemoji,,nature,pigsnout
fxemoji,,nature,poodle
fxemoji,,nature,rainbow
fxemoji,,nature,raincloud
fxemoji,,nature,ram
fxemoji,,nature,rat
fxemoji,,nature,rooster
fxemoji,,nature,rose
fxemoji,,nature,rosette
fxemoji,,nature,seedling
fxemoji,,nature,sheep
fxemoji,,nature,shootingstar
fxemoji,,nature,snail
fxemoji,,nature,snake
fxemoji,,nature,snowcloud
fxemoji,,nature,snowflake
fxemoji,,nature,snowmanwithoutsnow
fxemoji,,nature,spider
fxemoji,,nature,spiderweb
fxemoji,,nature,spiralshell
fxemoji,,nature,spurtingwhale
fxemoji,,nature,stormcloud
fxemoji,,nature,sunbehindcloud
fxemoji,,nature,sunflower
fxemoji,,nature,sunraincloud
fxemoji,,nature,sunrays
fxemoji,,nature,sunwithface
fxemoji,,nature,sushi
fxemoji,,nature,tiger
fxemoji,,nature,tigerside
fxemoji,,nature,tornado
fxemoji,,nature,tropicalfish
fxemoji,,nature,tulip
fxemoji,,nature,turtle
fxemoji,,nature,umbrellawithraindrops
fxemoji,,nature,volcano
fxemoji,,nature,waningbibbousmoon
fxemoji,,nature,waningcrescentmoon
fxemoji,,nature,waterbuffalo
fxemoji,,nature,wave
fxemoji,,nature,waxingcrescentmoon
fxemoji,,nature,waxinggibbousmoon
fxemoji,,nature,whale
fxemoji,,nature,whitemediumstar
fxemoji,,nature,whitestar
fxemoji,,nature,whitesun
fxemoji,,nature,whitesunbehindcloud
fxemoji,,nature,whitesunsmallcloud
fxemoji,,nature,wolfface
fxemoji,,nature,worldmap
fxemoji,,objects,admissiontickets
fxemoji,,objects,alienmonster
fxemoji,,objects,americanfootball
fxemoji,,objects,artistpalette
fxemoji,,objects,aubergine
fxemoji,,objects,babybottle
fxemoji,,objects,backofenvelope
fxemoji,,objects,balloon
fxemoji,,objects,ballotboldscriptx
fxemoji,,objects,ballotboxboldcheck
fxemoji,,objects,ballotboxwithboldscriptx
fxemoji,,objects,ballottboxwithballott
fxemoji,,objects,ballottboxwithscriptx
fxemoji,,objects,ballottscriptx
fxemoji,,objects,banana
fxemoji,,objects,banknotedollar
fxemoji,,objects,banknoteeuro
fxemoji,,objects,banknotepound
fxemoji,,objects,banknoteyen
fxemoji,,objects,barchart
fxemoji,,objects,baseball
fxemoji,,objects,basketballandhoop
fxemoji,,objects,bath
fxemoji,,objects,bathtub
fxemoji,,objects,battery
fxemoji,,objects,beermug
fxemoji,,objects,bell
fxemoji,,objects,bellcancellation
fxemoji,,objects,bentobox
fxemoji,,objects,bicyclist
fxemoji,,objects,billiards
fxemoji,,objects,birthdaycake
fxemoji,,objects,blackdroplet
fxemoji,,objects,blackfolder
fxemoji,,objects,blackhardshellfloppy
fxemoji,,objects,blacknib
fxemoji,,objects,blackpennant
fxemoji,,objects,blackpushpin
fxemoji,,objects,blackscissors
fxemoji,,objects,blackskullcrossbones
fxemoji,,objects,blacktelephone
fxemoji,,objects,blacktouchtonetelephone
fxemoji,,objects,blackwaving
fxemoji,,objects,bluebook
fxemoji,,objects,bomb
fxemoji,,objects,bookmark
fxemoji,,objects,bookmarktab
fxemoji,,objects,books
fxemoji,,objects,bowling
fxemoji,,objects,bread
fxemoji,,objects,bullhorn
fxemoji,,objects,bullhornwithsoundwaves
fxemoji,,objects,calendar
fxemoji,,objects,camera
fxemoji,,objects,camerawithflash
fxemoji,,objects,candle
fxemoji,,objects,candy
fxemoji,,objects,cardfilebox
fxemoji,,objects,cardindex
fxemoji,,objects,cardindexdividers
fxemoji,,objects,carpstreamer
fxemoji,,objects,cellphone
fxemoji,,objects,celticcross
fxemoji,,objects,chartdownwardstrend
fxemoji,,objects,chartupwardstrend
fxemoji,,objects,cherries
fxemoji,,objects,chocolatebar
fxemoji,,objects,christmastree
fxemoji,,objects,clamshellmobile
fxemoji,,objects,clapperboard
fxemoji,,objects,clinkingbeermugs
fxemoji,,objects,clipboard
fxemoji,,objects,closedbook
fxemoji,,objects,closedmailboxlowered
fxemoji,,objects,closedmailboxraised
fxemoji,,objects,cocktailglass
fxemoji,,objects,confetti
fxemoji,,objects,controlknob
fxemoji,,objects,cookedrice
fxemoji,,objects,cookie
fxemoji,,objects,cooking
fxemoji,,objects,creditcard
fxemoji,,objects,crossedflags
fxemoji,,objects,crystalball
fxemoji,,objects,curryandrice
fxemoji,,objects,custard
fxemoji,,objects,daggerknife
fxemoji,,objects,dango
fxemoji,,objects,darksunglasses
fxemoji,,objects,desktopcomputer
fxemoji,,objects,directhit
fxemoji,,objects,document
fxemoji,,objects,documenttextpicture
fxemoji,,objects,documentwithpicture
fxemoji,,objects,documentwithtext
fxemoji,,objects,door
fxemoji,,objects,doughnut
fxemoji,,objects,dvd
fxemoji,,objects,earofmaize
fxemoji,,objects,electricplug
fxemoji,,objects,electrictorch
fxemoji,,objects,email
fxemoji,,objects,emptydocument
fxemoji,,objects,emptynote
fxemoji,,objects,emptynotepad
fxemoji,,objects,emptynotepage
fxemoji,,objects,emptypage
fxemoji,,objects,emptypages
fxemoji,,objects,envelope
fxemoji,,objects,envelopedownarrowabove
fxemoji,,objects,envelopewithlightning
fxemoji,,objects,fatherchristmas
fxemoji,,objects,faxicon
fxemoji,,objects,faxmachine
fxemoji,,objects,filecabinet
fxemoji,,objects,filefolder
fxemoji,,objects,filmframes
fxemoji,,objects,filmprojector
fxemoji,,objects,fireworks
fxemoji,,objects,fireworksparkler
fxemoji,,objects,fishcakeswirl
fxemoji,,objects,fishingpoleandfish
fxemoji,,objects,flaginhole
fxemoji,,objects,floppydisk2
fxemoji,,objects,flowerplayingcards
fxemoji,,objects,flyingenvelope
fxemoji,,objects,folder
fxemoji,,objects,forkandknife
fxemoji,,objects,forkknife
fxemoji,,objects,framewithpicture
fxemoji,,objects,framewithtiles
fxemoji,,objects,framewithx
fxemoji,,objects,frenchfries
fxemoji,,objects,friedshrimp
fxemoji,,objects,gamedie
fxemoji,,objects,ghost
fxemoji,,objects,graduationcap
fxemoji,,objects,grapes
fxemoji,,objects,greenapple
fxemoji,,objects,greenbook
fxemoji,,objects,guitar
fxemoji,,objects,hamburger
fxemoji,,objects,hammer
fxemoji,,objects,handheldvideocamera
fxemoji,,objects,harddisk
fxemoji,,objects,headphone
fxemoji,,objects,heartribbon
fxemoji,,objects,heavylatincross
fxemoji,,objects,highbrightness
fxemoji,,objects,hocho
fxemoji,,objects,hole
fxemoji,,objects,honeypot
fxemoji,,objects,horseracing
fxemoji,,objects,hotbeverage
fxemoji,,objects,hourglass
fxemoji,,objects,hourglassflowingsand
fxemoji,,objects,icecream
fxemoji,,objects,inboxtray
fxemoji,,objects,incomingenvelope
fxemoji,,objects,jackolantern
fxemoji,,objects,japanesedolls
fxemoji,,objects,key
fxemoji,,objects,keyboard
fxemoji,,objects,keyboardandmouse
fxemoji,,objects,label
fxemoji,,objects,ledger
fxemoji,,objects,leftangerbubble
fxemoji,,objects,leftmagnifyingglass
fxemoji,,objects,leftspeechbubble
fxemoji,,objects,leftthoughtbubble
fxemoji,,objects,leftwritinghand
fxemoji,,objects,lemon
fxemoji,,objects,levelslider
fxemoji,,objects,lightbulb
fxemoji,,objects,lightningmood
fxemoji,,objects,lightningmoodbubble
fxemoji,,objects,linkedpaperclips
fxemoji,,objects,lock
fxemoji,,objects,lockandkey
fxemoji,,objects,lockwithinkpen
fxemoji,,objects,lollipop
fxemoji,,objects,loudspeaker
fxemoji,,objects,lowbrightness
fxemoji,,objects,lowerleftcrayon
fxemoji,,objects,lowerleftfountainpen
fxemoji,,objects,lowerleftpaintbrush
fxemoji,,objects,lowerleftpen
fxemoji,,objects,lowerleftpencil
fxemoji,,objects,mahjong
fxemoji,,objects,maninbusinesssuitlevitating
fxemoji,,objects,manltepiececlock
fxemoji,,objects,meatonbone
fxemoji,,objects,megaphone
fxemoji,,objects,melon
fxemoji,,objects,memo
fxemoji,,objects,microphone
fxemoji,,objects,microscope
fxemoji,,objects,militarymedal
fxemoji,,objects,minidisc
fxemoji,,objects,moneybag
fxemoji,,objects,moneywithwings
fxemoji,,objects,moodbubble
fxemoji,,objects,moonviewingceremony
fxemoji,,objects,moviecamera
fxemoji,,objects,multiplemusicalnotes
fxemoji,,objects,musicalkeyboard
fxemoji,,objects,musicalnote
fxemoji,,objects,musicalscore
fxemoji,,objects,musicascend
fxemoji,,objects,musicdescend
fxemoji,,objects,namebadge
fxemoji,,objects,newspaper
fxemoji,,objects,note
fxemoji,,objects,notebook
fxemoji,,objects,notebookdecorativecover
fxemoji,,objects,notepad
fxemoji,,objects,notepage
fxemoji,,objects,nutandbolt
fxemoji,,objects,oden
fxemoji,,objects,oldpersonalcomputer
fxemoji,,objects,onebuttonmouse
fxemoji,,objects,openbook
fxemoji,,objects,openfilefolder
fxemoji,,objects,openfolder
fxemoji,,objects,openlock
fxemoji,,objects,openmailboxlowered
fxemoji,,objects,openmailboxraised
fxemoji,,objects,opticaldisc
fxemoji,,objects,opticaldiscicon
fxemoji,,objects,orangebook
fxemoji,,objects,outbox
fxemoji,,objects,package
fxemoji,,objects,page
fxemoji,,objects,pagefacingup
fxemoji,,objects,pager
fxemoji,,objects,pages
fxemoji,,objects,pagewithcircledtext
fxemoji,,objects,pagewithcurl
fxemoji,,objects,paperclip
fxemoji,,objects,partypopper
fxemoji,,objects,peach
fxemoji,,objects,pear
fxemoji,,objects,pencil
fxemoji,,objects,penoverstampedenvelope
fxemoji,,objects,personalcomputer
fxemoji,,objects,phonerightarrowleft
fxemoji,,objects,pill
fxemoji,,objects,pineapple
fxemoji,,objects,pinedecoration
fxemoji,,objects,pistol
fxemoji,,objects,playingcardblackjoker
fxemoji,,objects,portablestereo
fxemoji,,objects,postalhorn
fxemoji,,objects,postbox
fxemoji,,objects,potoffood
fxemoji,,objects,poultryleg
fxemoji,,objects,present
fxemoji,,objects,printer
fxemoji,,objects,printericon
fxemoji,,objects,pushpin
fxemoji,,objects,radio
fxemoji,,objects,redapple
fxemoji,,objects,reminder
fxemoji,,objects,riceball
fxemoji,,objects,ricecracker
fxemoji,,objects,rightangerbubble
fxemoji,,objects,rightmagnifyingglass
fxemoji,,objects,rightspeechbubble
fxemoji,,objects,rightthoughtbubble
fxemoji,,objects,ringingbell
fxemoji,,objects,roastedsweetpotato
fxemoji,,objects,rolledupnewspaper
fxemoji,,objects,rugbyfootball
fxemoji,,objects,sakebottleandcup
fxemoji,,objects,satelliteantenna
fxemoji,,objects,saxophone
fxemoji,,objects,schoolsatchel
fxemoji,,objects,screen
fxemoji,,objects,scroll
fxemoji,,objects,shavedice
fxemoji,,objects,shortcake
fxemoji,,objects,shower
fxemoji,,objects,skiandskiboot
fxemoji,,objects,sleuthspy
fxemoji,,objects,sliceofpizza
fxemoji,,objects,smokingsymbol
fxemoji,,objects,snowboarder
fxemoji,,objects,soccerball
fxemoji,,objects,softicecream
fxemoji,,objects,softshellfloppy
fxemoji,,objects,spaghetti
fxemoji,,objects,speaker
fxemoji,,objects,speaker3soundwaves
fxemoji,,objects,speakercancellation
fxemoji,,objects,speakeronesoundwave
fxemoji,,objects,spiralcalendarpad
fxemoji,,objects,spiralnotepad
fxemoji,,objects,sportsmedal
fxemoji,,objects,stampedenvelope
fxemoji,,objects,steamingbowl
fxemoji,,objects,stockchart
fxemoji,,objects,straightruler
fxemoji,,objects,strawberry
fxemoji,,objects,studiomic
fxemoji,,objects,surfer
fxemoji,,objects,swimming
fxemoji,,objects,syringe
fxemoji,,objects,tanabatatree
fxemoji,,objects,tangerine
fxemoji,,objects,tapecartridge
fxemoji,,objects,teacupwithouthandle
fxemoji,,objects,tearoffcalendar
fxemoji,,objects,telephoneonmodem
fxemoji,,objects,telephonereceiver2
fxemoji,,objects,telescope
fxemoji,,objects,television
fxemoji,,objects,tennisball
fxemoji,,objects,thermometer
fxemoji,,objects,threebuttonmouse
fxemoji,,objects,threenetworkedcomputers
fxemoji,,objects,threespeechbubbles
fxemoji,,objects,tie
fxemoji,,objects,toilet
fxemoji,,objects,tomato
fxemoji,,objects,trackball
fxemoji,,objects,triangularruler
fxemoji,,objects,trophy
fxemoji,,objects,tropicaldrink
fxemoji,,objects,trumpet
fxemoji,,objects,twobuttonmouse
fxemoji,,objects,twospeechbubbles
fxemoji,,objects,videocasette
fxemoji,,objects,videogame
fxemoji,,objects,violin
fxemoji,,objects,wastebasket
fxemoji,,objects,watch
fxemoji,,objects,watermelon
fxemoji,,objects,whitehardshellfloppy
fxemoji,,objects,whitelatincross
fxemoji,,objects,whitepennant
fxemoji,,objects,whitetouchtonephone
fxemoji,,objects,windchime
fxemoji,,objects,wineglass
fxemoji,,objects,wiredkeyboard
fxemoji,,objects,wrench
fxemoji,,people,2hearts
fxemoji,,people,alien
fxemoji,,people,anger
fxemoji,,people,angry
fxemoji,,people,anguish
fxemoji,,people,aok
fxemoji,,people,astonished
fxemoji,,people,baby
fxemoji,,people,babyangel
fxemoji,,people,beatingheart
fxemoji,,people,bikini
fxemoji,,people,blackdownpointingbackhand
fxemoji,,people,blackleftpointingbackhand
fxemoji,,people,blackmissingsmiley
fxemoji,,people,blackrightpointingbackhand
fxemoji,,people,blackuppointingbackhand
fxemoji,,people,blonde
fxemoji,,people,boot
fxemoji,,people,bow
fxemoji,,people,bowing
fxemoji,,people,boy
fxemoji,,people,bride
fxemoji,,people,briefcase
fxemoji,,people,brokenheart
fxemoji,,people,bunnyears
fxemoji,,people,clap
fxemoji,,people,coldsweat
fxemoji,,people,collision
fxemoji,,people,confounded
fxemoji,,people,confused
fxemoji,,people,construct
fxemoji,,people,contact
fxemoji,,people,contact2
fxemoji,,people,cop
fxemoji,,people,couple
fxemoji,,people,couplekiss
fxemoji,,people,crown
fxemoji,,people,crying
fxemoji,,people,dancer
fxemoji,,people,dash
fxemoji,,people,devilhorns
fxemoji,,people,disappointed
fxemoji,,people,dissapointedrelief
fxemoji,,people,dizzy
fxemoji,,people,dizzyface
fxemoji,,people,down
fxemoji,,people,dress
fxemoji,,people,droplet
fxemoji,,people,ear
fxemoji,,people,expressionless
fxemoji,,people,eye
fxemoji,,people,eyes
fxemoji,,people,family
fxemoji,,people,fearful
fxemoji,,people,fistedhand
fxemoji,,people,flexbicep
fxemoji,,people,flushed
fxemoji,,people,footprints
fxemoji,,people,foxcrying
fxemoji,,people,foxgrin
fxemoji,,people,foxheart
fxemoji,,people,foxkissing
fxemoji,,people,foxpouting
fxemoji,,people,foxsmiling
fxemoji,,people,foxtearofjoy
fxemoji,,people,foxweary
fxemoji,,people,foxwry
fxemoji,,people,frown
fxemoji,,people,frownmouth
fxemoji,,people,gem
fxemoji,,people,girl
fxemoji,,people,girlgirl
fxemoji,,people,girlguy
fxemoji,,people,glasses
fxemoji,,people,gma
fxemoji,,people,gpa
fxemoji,,people,grimacing
fxemoji,,people,grin
fxemoji,,people,grineyes
fxemoji,,people,grinsquint
fxemoji,,people,grinsweat
fxemoji,,people,grintears
fxemoji,,people,grinwide
fxemoji,,people,grinwideeyes
fxemoji,,people,growingheart
fxemoji,,people,guapimao
fxemoji,,people,guardsman
fxemoji,,people,guyguy
fxemoji,,people,haircut
fxemoji,,people,halo
fxemoji,,people,hand
fxemoji,,people,handbag
fxemoji,,people,hands
fxemoji,,people,handup
fxemoji,,people,headmassage
fxemoji,,people,heartarrow
fxemoji,,people,heartblue
fxemoji,,people,hearteyes
fxemoji,,people,heartgreen
fxemoji,,people,heartlefttip
fxemoji,,people,heartpurple
fxemoji,,people,heartyellow
fxemoji,,people,heels
fxemoji,,people,high5
fxemoji,,people,hushed
fxemoji,,people,imp
fxemoji,,people,japaneseangrymask
fxemoji,,people,jeans
fxemoji,,people,kimono
fxemoji,,people,kiss
fxemoji,,people,kissclosedeyes
fxemoji,,people,kisseyes
fxemoji,,people,kissing
fxemoji,,people,kissmark
fxemoji,,people,left
fxemoji,,people,lips
fxemoji,,people,lipstick
fxemoji,,people,loudlycrying
fxemoji,,people,loveletter
fxemoji,,people,makeupbag
fxemoji,,people,man
fxemoji,,people,mansshirt
fxemoji,,people,medicalmask
fxemoji,,people,mensrunner
fxemoji,,people,mensshoe
fxemoji,,people,monkeyhear
fxemoji,,people,monkeysee
fxemoji,,people,monkeyspeak
fxemoji,,people,mouth
fxemoji,,people,nailpolish
fxemoji,,people,neutral
fxemoji,,people,nogesture
fxemoji,,people,nomouth
fxemoji,,people,nose
fxemoji,,people,ogre
fxemoji,,people,okgesture
fxemoji,,people,openmouth
fxemoji,,people,pensive
fxemoji,,people,perservere
fxemoji,,people,pinkwallet
fxemoji,,people,poo
fxemoji,,people,pout
fxemoji,,people,pouting
fxemoji,,people,pray
fxemoji,,people,princess
fxemoji,,people,raisedfist
fxemoji,,people,raisedhandpartfingers
fxemoji,,people,raisedhandsfingerssplayed
fxemoji,,people,redheart
fxemoji,,people,relieved
fxemoji,,people,reversehandmiddlefinger
fxemoji,,people,reverseraisedhandsfingerssplayed
fxemoji,,people,reversethumbsdown
fxemoji,,people,reversethumbsup
fxemoji,,people,reversevictoryhand
fxemoji,,people,revolvinghearts
fxemoji,,people,right
